Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SAGA-type complex (GO:0070461)	2/27	0.05311761187264894	0.5201759052722158	0	0	5.751532846715328	16.882167992549153	ENY2;TAF2
cytoplasmic stress granule (GO:0010494)	3/65	0.06080496417923005	0.5201759052722158	0	0	3.4849344204182913	9.758108573791835	VCP;RC3H1;PUM2
U2-type catalytic step 2 spliceosome (GO:0071007)	2/30	0.0640947174909845	0.5201759052722158	0	0	5.13451511991658	14.106532587535943	AQR;CDC5L
tRNA methyltransferase complex (GO:0043527)	1/5	0.06712796002019981	0.5201759052722158	0	0	17.927272727272726	48.42433573036915	TRMT61A
endocytic vesicle membrane (GO:0030666)	5/158	0.06827896187632064	0.5201759052722158	0	0	2.3600559535007113	6.334752648606172	WNT6;MARCO;HLA-C;ATG12;VAMP3
specific granule (GO:0042581)	5/160	0.07122320198572657	0.5201759052722158	0	0	2.3293655517200333	6.15403620617653	SNAP25;P2RX1;STOM;ITGAL;SLC2A5
spliceosomal tri-snRNP complex (GO:0097526)	2/32	0.07179692276051382	0.5201759052722158	0	0	4.791727493917275	12.620996512415322	SNRNP200;LSM2
U4/U6 x U5 tri-snRNP complex (GO:0046540)	2/32	0.07179692276051382	0.5201759052722158	0	0	4.791727493917275	12.620996512415322	SNRNP200;LSM2
MHC class I protein complex (GO:0042612)	1/6	0.08000478854646083	0.5201759052722158	0	0	14.341090909090909	36.220845713158056	HLA-C
nuclear envelope lumen (GO:0005641)	1/6	0.08000478854646083	0.5201759052722158	0	0	14.341090909090909	36.220845713158056	ALOX5
symmetric synapse (GO:0032280)	1/6	0.08000478854646083	0.5201759052722158	0	0	14.341090909090909	36.220845713158056	NLGN2
secretory granule membrane (GO:0030667)	7/274	0.08629694300787544	0.5201759052722158	0	0	1.8963145510491068	4.645896891725197	SNAP25;P2RX1;TBC1D10C;HLA-C;STOM;ITGAL;SLC2A5
intracellular membrane-bounded organelle (GO:0043231)	82/5192	0.08794430812998581	0.5201759052722158	0	0	1.2088163495874271	2.9386948325330877	GABPB2;USP38;CCNT1;DDX42;CELF4;CTCF;PRSS23;PKD1;CDC73;ZC3H12A;NCS1;EPC1;CASP2;MTREX;MAP3K7;RNF111;MNX1;RFC5;AQR;SPHK2;METTL3;CEP131;HUS1;RUNX3;UTP18;ILF3;ELF1;RABEP1;RRAGC;OAS1;TRAPPC6B;DGKQ;ZNF517;XRN2;NSMF;SNRNP200;AGXT;STAM2;VAMP3;ZNF750;VCP;MYRF;CDCA5;LAGE3;SEC14L2;PSMB5;PSMB2;POLR2B;FAM241B;SMYD2;MCMBP;ZNF503;SF3B1;SNX5;ZNF146;SAC3D1;POLR2K;SF3A3;PLK2;NONO;SIAH1;ZBTB10;LARP7;CDC5L;INO80;MAPK12;LSM2;FER;TH;NASP;ZGLP1;FUBP1;PSMC1;CNOT2;ZNF219;UBA3;ZNF217;CDK12;OGT;TRMT61A;TJP3;PFKP
lipid droplet (GO:0005811)	3/77	0.09053310013351852	0.5201759052722158	0	0	2.918027918027918	7.009219044333441	VCP;PNPLA5;RAB3GAP1
Cdc73/Paf1 complex (GO:0016593)	1/7	0.0927045097870444	0.5201759052722158	0	0	11.950303030303031	28.421861700537306	CDC73
cytolytic granule (GO:0044194)	1/7	0.0927045097870444	0.5201759052722158	0	0	11.950303030303031	28.421861700537306	PRF1
cytoskeleton of presynaptic active zone (GO:0048788)	1/7	0.0927045097870444	0.5201759052722158	0	0	11.950303030303031	28.421861700537306	RIMS3
integral component of postsynaptic membrane (GO:0099055)	1/7	0.0927045097870444	0.5201759052722158	0	0	11.950303030303031	28.421861700537306	NLGN2
U6 snRNP (GO:0005688)	1/7	0.0927045097870444	0.5201759052722158	0	0	11.950303030303031	28.421861700537306	LSM2
extrinsic component of endoplasmic reticulum membrane (GO:0042406)	1/8	0.10522955036185379	0.5201759052722158	0	0	10.242597402597402	23.062346221118663	ZC3H12A
extrinsic component of endosome membrane (GO:0031313)	1/8	0.10522955036185379	0.5201759052722158	0	0	10.242597402597402	23.062346221118663	SNX5
inhibitory synapse (GO:0060077)	1/8	0.10522955036185379	0.5201759052722158	0	0	10.242597402597402	23.062346221118663	NLGN2
integral component of synaptic membrane (GO:0099699)	1/8	0.10522955036185379	0.5201759052722158	0	0	10.242597402597402	23.062346221118663	NLGN2
proton-transporting V-type ATPase, V1 domain (GO:0033180)	1/8	0.10522955036185379	0.5201759052722158	0	0	10.242597402597402	23.062346221118663	ATP6V1B1
vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221)	1/8	0.10522955036185379	0.5201759052722158	0	0	10.242597402597402	23.062346221118663	ATP6V1B1
apical dendrite (GO:0097440)	1/10	0.12976513169934814	0.5201759052722158	0	0	7.965656565656565	16.266102840447306	NSMF
multimeric ribonuclease P complex (GO:0030681)	1/10	0.12976513169934814	0.5201759052722158	0	0	7.965656565656565	16.266102840447306	RPP25
Golgi-associated vesicle (GO:0005798)	2/47	0.1371637085916425	0.5201759052722158	0	0	3.1920519059205192	6.3412668369827365	GOPC;PKD1
nucleolus (GO:0005730)	14/733	0.1384815113407313	0.5201759052722158	0	0	1.4124260794784953	2.792392424591118	UTP6;CCNT1;NUP153;CTCF;RUNX3;UTP18;ABTB1;ILF3;XRN2;FRG1;NOL10;MNX1;ZNF146;POLR2K
dendrite cytoplasm (GO:0032839)	1/11	0.14178036250178633	0.5201759052722158	0	0	7.168727272727272	14.003937837487621	KLHL17
microfibril (GO:0001527)	1/11	0.14178036250178633	0.5201759052722158	0	0	7.168727272727272	14.003937837487621	LTBP4
nuclear inclusion body (GO:0042405)	1/11	0.14178036250178633	0.5201759052722158	0	0	7.168727272727272	14.003937837487621	NUP153
SAGA complex (GO:0000124)	1/11	0.14178036250178633	0.5201759052722158	0	0	7.168727272727272	14.003937837487621	ENY2
Sin3 complex (GO:0016580)	1/11	0.14178036250178633	0.5201759052722158	0	0	7.168727272727272	14.003937837487621	SINHCAF
early endosome membrane (GO:0031901)	3/97	0.15039103796312372	0.5201759052722158	0	0	2.2948328267477205	4.347598556917931	RABEP1;HLA-C;SNX5
chitosome (GO:0045009)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	TH
filopodium membrane (GO:0031527)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	TBC1D10C
integral component of nuclear inner membrane (GO:0005639)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	P2RX1
intrinsic component of nuclear inner membrane (GO:0031229)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	P2RX1
melanosome membrane (GO:0033162)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	TH
NADPH oxidase complex (GO:0043020)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	NOXA1
neuron projection cytoplasm (GO:0120111)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	KLHL17
pigment granule membrane (GO:0090741)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	TH
U2-type catalytic step 1 spliceosome (GO:0071006)	1/12	0.15363029356873478	0.5201759052722158	0	0	6.516694214876033	12.207112358449626	SNRNP200
basolateral plasma membrane (GO:0016323)	4/151	0.15643872877093604	0.5201759052722158	0	0	1.958483393357343	3.6331646329072007	MARVELD2;PKD1;ATP6V1B1;NKD2
phagocytic vesicle (GO:0045335)	3/100	0.1602663457235971	0.5201759052722158	0	0	2.2235187492919453	4.071080917187088	HLA-C;ATG12;VAMP3
Ada2/Gcn5/Ada3 transcription activator complex (GO:0005671)	1/13	0.16531719074242843	0.5201759052722158	0	0	5.973333333333334	10.751338646454927	MAP3K7
RNA polymerase I complex (GO:0005736)	1/13	0.16531719074242843	0.5201759052722158	0	0	5.973333333333334	10.751338646454927	POLR2K
mitochondrial inner membrane (GO:0005743)	7/328	0.1694176947301614	0.5201759052722158	0	0	1.572930780900763	2.792562507020851	COX7B;MRPS10;MRPS21;MRPS30;SDHD;CLPX;MRPL43
ER to Golgi transport vesicle membrane (GO:0012507)	2/54	0.17089347718719233	0.5201759052722158	0	0	2.7613700168444693	4.878553434470069	SAR1B;HLA-C
coated vesicle membrane (GO:0030662)	2/55	0.17582098042753297	0.5201759052722158	0	0	2.7091309736950833	4.709252458056008	SAR1B;HLA-C
Ino80 complex (GO:0031011)	1/14	0.17684328892351237	0.5201759052722158	0	0	5.513566433566433	9.552205943716622	INO80
mRNA cleavage and polyadenylation specificity factor complex (GO:0005847)	1/14	0.17684328892351237	0.5201759052722158	0	0	5.513566433566433	9.552205943716622	CPSF2
transcription factor TFTC complex (GO:0033276)	1/14	0.17684328892351237	0.5201759052722158	0	0	5.513566433566433	9.552205943716622	TAF2
COPII vesicle coat (GO:0030127)	1/15	0.18821079257818218	0.5201759052722158	0	0	5.119480519480519	8.550519028038318	SAR1B
muscle myosin complex (GO:0005859)	1/15	0.18821079257818218	0.5201759052722158	0	0	5.119480519480519	8.550519028038318	MYL5
prespliceosome (GO:0071010)	1/15	0.18821079257818218	0.5201759052722158	0	0	5.119480519480519	8.550519028038318	SF3B1
proton-transporting V-type ATPase complex (GO:0033176)	1/15	0.18821079257818218	0.5201759052722158	0	0	5.119480519480519	8.550519028038318	ATP6V1B1
trans-Golgi network transport vesicle (GO:0030140)	1/15	0.18821079257818218	0.5201759052722158	0	0	5.119480519480519	8.550519028038318	GOPC
U2-type prespliceosome (GO:0071004)	1/15	0.18821079257818218	0.5201759052722158	0	0	5.119480519480519	8.550519028038318	SF3B1
cortical cytoskeleton (GO:0030863)	2/58	0.19073116526647912	0.5201759052722158	0	0	2.5636079249217936	4.247617242508437	RIMS3;NSMF
recycling endosome membrane (GO:0055038)	2/58	0.19073116526647912	0.5201759052722158	0	0	2.5636079249217936	4.247617242508437	HLA-C;VAMP3
transport vesicle membrane (GO:0030658)	2/60	0.20076269430195853	0.5262413973536828	0	0	2.474955952680594	3.9738677183176225	SAR1B;HLA-C
mitochondrial membrane (GO:0031966)	9/469	0.20169420547381847	0.5262413973536828	0	0	1.4116267708842207	2.2600180780069254	COX7B;MTERF3;MRPS10;MRPS21;MRPS30;SDHD;NAT8L;CLPX;MRPL43
endoplasmic reticulum lumen (GO:0005788)	6/285	0.2021403157837524	0.5262413973536828	0	0	1.5487853444842692	2.476187461740253	WNT6;COL16A1;COL27A1;F10;COL5A1;PRSS23
organelle inner membrane (GO:0019866)	7/346	0.20297882469356338	0.5262413973536828	0	0	1.4880306170565079	2.3728934060464484	COX7B;MRPS10;MRPS21;MRPS30;SDHD;CLPX;MRPL43
cytoskeleton (GO:0005856)	11/600	0.20874658521516298	0.5325364288825436	0	0	1.3485280456161706	2.1126502552212405	SNAP25;FER;ODF3L2;DGKQ;ZC3H12A;CEP131;KLHL17;STOM;MYOZ3;NSMF;EVPL
U5 snRNP (GO:0005682)	1/17	0.21047868379643392	0.5325364288825436	0	0	4.4790909090909095	6.98008491152903	SNRNP200
GABA-ergic synapse (GO:0098982)	1/18	0.22138333131750224	0.5357028576567833	0	0	4.215401069518717	6.356232756286204	NLGN2
RNA polymerase III complex (GO:0005666)	1/18	0.22138333131750224	0.5357028576567833	0	0	4.215401069518717	6.356232756286204	POLR2K
U1 snRNP (GO:0005685)	1/18	0.22138333131750224	0.5357028576567833	0	0	4.215401069518717	6.356232756286204	SNRPA
nuclear lumen (GO:0031981)	13/745	0.23126614734577802	0.5357028576567833	0	0	1.2824700284651664	1.8777747619866605	UTP6;CCNT1;NUP153;CTCF;RUNX3;UTP18;ABTB1;ILF3;XRN2;FRG1;NOL10;MNX1;ZNF146
H4/H2A histone acetyltransferase complex (GO:0043189)	1/19	0.23213790498460612	0.5357028576567833	0	0	3.981010101010101	5.813961365603194	EPC1
smooth endoplasmic reticulum (GO:0005790)	1/19	0.23213790498460612	0.5357028576567833	0	0	3.981010101010101	5.813961365603194	TH
supramolecular fiber (GO:0099512)	1/19	0.23213790498460612	0.5357028576567833	0	0	3.981010101010101	5.813961365603194	LTBP4
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	1/19	0.23213790498460612	0.5357028576567833	0	0	3.981010101010101	5.813961365603194	ATP6V1B1
motile cilium (GO:0031514)	2/68	0.24138203742900358	0.5365930229670431	0	0	2.1740765317407655	3.090176689060484	PKD1;GAS8
MHC protein complex (GO:0042611)	1/20	0.24274446277080522	0.5365930229670431	0	0	3.771291866028708	5.339191308126576	HLA-C
NuA4 histone acetyltransferase complex (GO:0035267)	1/20	0.24274446277080522	0.5365930229670431	0	0	3.771291866028708	5.339191308126576	EPC1
spanning component of membrane (GO:0089717)	1/20	0.24274446277080522	0.5365930229670431	0	0	3.771291866028708	5.339191308126576	NLGN2
endocytic vesicle (GO:0030139)	4/189	0.2647589858650661	0.5690713084165817	0	0	1.5531796502384738	2.0640753485203835	WNT6;MARCO;RABEP1;STAM2
tertiary granule membrane (GO:0070821)	2/73	0.2669711000972081	0.5690713084165817	0	0	2.020458517528529	2.6682475539328974	SNAP25;STOM
vesicle membrane (GO:0012506)	2/73	0.2669711000972081	0.5690713084165817	0	0	2.020458517528529	2.6682475539328974	BAIAP2L2;DGKQ
cytoplasmic vesicle membrane (GO:0030659)	7/380	0.27234457648859783	0.5690713084165817	0	0	1.3500204311470345	1.7559542798250787	MARCO;WNT6;P2RX1;HLA-C;GOPC;MAP3K7;PKD1
endoplasmic reticulum tubular network (GO:0071782)	1/23	0.2736962007146417	0.5690713084165817	0	0	3.256528925619835	4.219603536284625	RAB3GAP1
mitochondrial ribosome (GO:0005761)	1/23	0.2736962007146417	0.5690713084165817	0	0	3.256528925619835	4.219603536284625	MRPL43
INO80-type complex (GO:0097346)	1/24	0.2837307176627227	0.5784801039725413	0	0	3.114782608695652	3.9237840611371215	INO80
intrinsic component of external side of plasma membrane (GO:0031233)	1/24	0.2837307176627227	0.5784801039725413	0	0	3.114782608695652	3.9237840611371215	F10
bicellular tight junction (GO:0005923)	2/78	0.2925548228466595	0.5872541886631144	0	0	1.8870533999231656	2.319383374939756	MARVELD2;TJP3
H4 histone acetyltransferase complex (GO:1902562)	1/25	0.2936270943315572	0.5872541886631144	0	0	2.984848484848485	3.657766766071708	MAP3K7
COPII-coated ER to Golgi transport vesicle (GO:0030134)	2/79	0.29766059762971314	0.5897049575682997	0	0	1.8624514171959428	2.256921189501861	SAR1B;HLA-C
clathrin-coated vesicle (GO:0030136)	2/80	0.3027607042197517	0.5942032512724099	0	0	1.8384802545386487	2.196639263665124	GOPC;VAMP3
integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556)	1/28	0.3225062017675722	0.6060211200063932	0	0	2.652794612794613	3.0019896943235143	HLA-C
lumenal side of endoplasmic reticulum membrane (GO:0098553)	1/28	0.3225062017675722	0.6060211200063932	0	0	2.652794612794613	3.0019896943235143	HLA-C
melanosome (GO:0042470)	1/28	0.3225062017675722	0.6060211200063932	0	0	2.652794612794613	3.0019896943235143	TH
U12-type spliceosomal complex (GO:0005689)	1/28	0.3225062017675722	0.6060211200063932	0	0	2.652794612794613	3.0019896943235143	SF3B1
recycling endosome (GO:0055037)	3/145	0.32357703023401774	0.6060211200063932	0	0	1.5154000928648816	1.7098533206197524	HLA-C;DENND6B;VAMP3
tight junction (GO:0070160)	2/85	0.3281485476543899	0.6060211200063932	0	0	1.7272887169114415	1.9246986165940945	MARVELD2;TJP3
rough endoplasmic reticulum (GO:0005791)	1/29	0.3318687085749296	0.6060211200063932	0	0	2.5579220779220777	2.8214285806339916	ZC3H12A
secretory vesicle (GO:0099503)	1/29	0.3318687085749296	0.6060211200063932	0	0	2.5579220779220777	2.8214285806339916	NKD2
cyclin-dependent protein kinase holoenzyme complex (GO:0000307)	1/30	0.34110229397142106	0.6122348866153712	0	0	2.4695924764890282	2.6562266537476993	CDK12
exocytic vesicle (GO:0070382)	1/30	0.34110229397142106	0.6122348866153712	0	0	2.4695924764890282	2.6562266537476993	NKD2
catenin complex (GO:0016342)	1/31	0.35020872678898146	0.6128652718807176	0	0	2.387151515151515	2.504661292401895	CDH15
ciliary membrane (GO:0060170)	1/31	0.35020872678898146	0.6128652718807176	0	0	2.387151515151515	2.504661292401895	PKD1
transcription factor TFIID complex (GO:0005669)	1/31	0.35020872678898146	0.6128652718807176	0	0	2.387151515151515	2.504661292401895	TAF2
azurophil granule lumen (GO:0035578)	2/90	0.3532822277499151	0.6131344448552245	0	0	1.628732581287326	1.6946767540029009	VCP;ADA2
azurophil granule (GO:0042582)	3/155	0.3612756082960395	0.6201763959758216	0	0	1.4149797570850202	1.440610918384207	VCP;STOM;ADA2
cell projection membrane (GO:0031253)	2/92	0.36324617478583837	0.6201763959758216	0	0	1.592376317923763	1.612558902894761	TBC1D10C;PKD1
vesicle (GO:0031982)	4/226	0.37967686932208095	0.6283113267285059	0	0	1.2918653948065713	1.251087317268347	SNAP25;BAIAP2L2;DGKQ;STOM
chromosome (GO:0005694)	3/160	0.38002392634928894	0.6283113267285059	0	0	1.3695667389934907	1.325084668758414	UTP6;CDCA5;CTCF
vacuolar lumen (GO:0005775)	3/161	0.3837604615905935	0.6283113267285059	0	0	1.3608290443733482	1.303315944048721	VCP;IDUA;ADA2
aggresome (GO:0016235)	1/35	0.3853974704568988	0.6283113267285059	0	0	2.1058823529411765	2.0079168879276508	XRN2
ion channel complex (GO:0034702)	1/35	0.3853974704568988	0.6283113267285059	0	0	2.1058823529411765	2.0079168879276508	PKD1
apical junction complex (GO:0043296)	2/98	0.39277192569696706	0.6283113267285059	0	0	1.492396593673966	1.3946836837230445	MARVELD2;TJP3
Cul3-RING ubiquitin ligase complex (GO:0031463)	1/36	0.39389383866091626	0.6283113267285059	0	0	2.0456103896103897	1.905841709362746	KLHL25
vesicle coat (GO:0030120)	1/36	0.39389383866091626	0.6283113267285059	0	0	2.0456103896103897	1.905841709362746	SAR1B
tertiary granule (GO:0070820)	3/164	0.39493854822934654	0.6283113267285059	0	0	1.3352672172547948	1.2404967604198673	SNAP25;TBC1D10C;STOM
serine/threonine protein kinase complex (GO:1902554)	1/37	0.40227317107620786	0.6307497604135905	0	0	1.9886868686868686	1.8109457745407158	CDK12
Golgi lumen (GO:0005796)	2/100	0.4024784185496244	0.6307497604135905	0	0	1.4617905556383137	1.3303957604238932	WNT6;F10
cornified envelope (GO:0001533)	1/43	0.4501798492008718	0.7002797654235784	0	0	1.704069264069264	1.360031501652043	EVPL
calcium channel complex (GO:0034704)	1/45	0.4652827666992858	0.7040553303083124	0	0	1.6264462809917355	1.244410245388105	PKD1
vacuolar membrane (GO:0005774)	1/45	0.4652827666992858	0.7040553303083124	0	0	1.6264462809917355	1.244410245388105	ATP6V1B1
endosome membrane (GO:0010008)	5/325	0.46642391828513097	0.7040553303083124	0	0	1.1187730627306274	0.8532438695641645	RABEP1;HLA-C;MAP3K7;SNX5;VAMP3
ficolin-1-rich granule (GO:0101002)	3/184	0.46777615160671354	0.7040553303083124	0	0	1.1865096229737113	0.9014689654490186	VCP;ALOX5;TBC1D10C
anchored component of plasma membrane (GO:0046658)	1/46	0.47267848898065845	0.7040553303083124	0	0	1.5902222222222222	1.1916168797542694	RGMB
cytoplasmic vesicle lumen (GO:0060205)	2/115	0.47272286463558116	0.7040553303083124	0	0	1.266778631871326	0.9491287874260985	VCP;ALOX5
cell-cell contact zone (GO:0044291)	1/47	0.47997228548610915	0.7083206214923625	0	0	1.5555731225296443	1.1418325406816223	BAIAP2L2
microtubule cytoskeleton (GO:0015630)	5/331	0.4823326136828945	0.7083206214923625	0	0	1.0978425735177597	0.8004604406699652	FER;CEP131;RADIL;GAS8;SAC3D1
microbody lumen (GO:0031907)	1/49	0.4942596811118589	0.7153607693683557	0	0	1.4906060606060607	1.0504214895807324	AGXT
peroxisomal matrix (GO:0005782)	1/49	0.4942596811118589	0.7153607693683557	0	0	1.4906060606060607	1.0504214895807324	AGXT
intermediate filament (GO:0005882)	1/50	0.50125602230015	0.7153607693683557	0	0	1.4601113172541744	1.0084087773272883	EVPL
early endosome (GO:0005769)	4/266	0.5016421781366208	0.7153607693683557	0	0	1.0923888639425237	0.7536043458271434	RABEP1;HLA-C;SNX13;SNX5
intracellular organelle lumen (GO:0070013)	12/848	0.5063055467894239	0.7153607693683557	0	0	1.0269682470639407	0.6989699365066502	RARS2;WNT6;VCP;COL16A1;COL27A1;F10;COL5A1;ALOX5;MMUT;NAT8L;PRSS23;CLPX
ficolin-1-rich granule lumen (GO:1904813)	2/123	0.508112857785235	0.7153607693683557	0	0	1.1825420763708754	0.8006421173141052	VCP;ALOX5
dendrite (GO:0030425)	4/270	0.5133193243056019	0.7153607693683557	0	0	1.0757408226448475	0.7173654730355522	PLK2;KLHL17;NSMF;STRN3
sarcolemma (GO:0042383)	1/52	0.5149607066420768	0.7153607693683557	0	0	1.4027094474153297	0.9309287151654334	SLC2A5
mitochondrial envelope (GO:0005740)	2/127	0.5252198401566932	0.7153607693683557	0	0	1.1444671532846715	0.7369663027709709	SDHD;NAT8L
mitochondrial matrix (GO:0005759)	5/348	0.5264605836150017	0.7153607693683557	0	0	1.0425161102922982	0.6688562508050658	RARS2;MMUT;NAT8L;CLPX;MRPL43
condensed chromosome (GO:0000793)	1/54	0.5282901341047946	0.7153607693683557	0	0	1.349639794168096	0.861218176390005	CTCF
peroxisome (GO:0005777)	2/128	0.5294337279725891	0.7153607693683557	0	0	1.13532614992469	0.7220075785583772	MVD;AGXT
cytoplasmic side of plasma membrane (GO:0009898)	1/55	0.5348173370991993	0.7153607693683557	0	0	1.3245791245791245	0.8289613752161397	TH
integral component of Golgi membrane (GO:0030173)	1/55	0.5348173370991993	0.7153607693683557	0	0	1.3245791245791245	0.8289613752161397	TPST1
cis-Golgi network (GO:0005801)	1/57	0.5476029896342204	0.7224311675563592	0	0	1.2771428571428571	0.7691014644262157	TRAPPC6B
microvillus (GO:0005902)	1/57	0.5476029896342204	0.7224311675563592	0	0	1.2771428571428571	0.7691014644262157	ATP6V1B1
azurophil granule membrane (GO:0035577)	1/58	0.553863895126542	0.7224311675563592	0	0	1.2546730462519937	0.7413063792094832	STOM
filopodium (GO:0030175)	1/58	0.553863895126542	0.7224311675563592	0	0	1.2546730462519937	0.7413063792094832	TBC1D10C
intrinsic component of Golgi membrane (GO:0031228)	1/60	0.5661278786647765	0.7326097302473479	0	0	1.2120184899845916	0.6895600938257221	TPST1
integral component of organelle membrane (GO:0031301)	3/214	0.5689075906211273	0.7326097302473479	0	0	1.016249153689912	0.573202392887173	TPST1;P2RX1;TRAM2
ficolin-1-rich granule membrane (GO:0101003)	1/61	0.5721333131455478	0.7326097302473479	0	0	1.1917575757575758	0.6654574681467175	TBC1D10C
integral component of endoplasmic reticulum membrane (GO:0030176)	2/142	0.5857258325824529	0.7454692414685764	0	0	1.0210636079249218	0.5461704581622792	HLA-C;TRAM2
organelle envelope lumen (GO:0031970)	1/64	0.5896571894972652	0.74595186623148	0	0	1.1348340548340548	0.5994351738173496	ALOX5
collagen-containing extracellular matrix (GO:0062023)	5/380	0.604643960189856	0.758082302710294	0	0	0.9519803198031981	0.4789560448175134	COL16A1;COL27A1;COL5A1;LTBP4;LTBP2
platelet alpha granule lumen (GO:0031093)	1/67	0.6064658421682352	0.758082302710294	0	0	1.0830853994490357	0.5416584509833613	NHLRC2
autophagosome (GO:0005776)	1/69	0.6172886783476347	0.7625330732529605	0	0	1.0511229946524063	0.5070811682528621	ATG12
clathrin-coated endocytic vesicle membrane (GO:0030669)	1/69	0.6172886783476347	0.7625330732529605	0	0	1.0511229946524063	0.5070811682528621	VAMP3
secretory granule lumen (GO:0034774)	4/316	0.6372503596209222	0.7790177769275644	0	0	0.9149698340874811	0.4122787017859584	VCP;ALOX5;ADA2;NHLRC2
cation channel complex (GO:0034703)	1/73	0.6380526553882908	0.7790177769275644	0	0	0.9925252525252525	0.4459758054131823	PKD1
lysosome (GO:0005764)	6/477	0.6471378596688739	0.7855430666500781	0	0	0.9083746166548714	0.3953209378604425	AP5M1;RRAGC;SPHK2;IDUA;PRF1;GOPC
