Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
UDP-glycosyltransferase activity (GO:0008194)	3/84	0.11016826538746452	0.4213656231104504	0	0	2.6649029982363315	5.878100185717611	HAS1;RFNG;OGT
armadillo repeat domain binding (GO:0070016)	1/9	0.11758230397558543	0.4213656231104504	0	0	8.961818181818181	19.18381794231652	STRN3
bioactive lipid receptor activity (GO:0045125)	1/9	0.11758230397558543	0.4213656231104504	0	0	8.961818181818181	19.18381794231652	SPHK2
tumor necrosis factor-activated receptor activity (GO:0005031)	1/9	0.11758230397558543	0.4213656231104504	0	0	8.961818181818181	19.18381794231652	TNFRSF14
protein heterodimerization activity (GO:0046982)	5/188	0.11945728572134999	0.4213656231104504	0	0	1.970136914483899	4.186139849350013	NPAS4;RRAGC;METTL3;UBA3;NAE1
histone-lysine N-methyltransferase activity (GO:0018024)	2/45	0.1278246268853821	0.4213656231104504	0	0	3.3408589373620776	6.8724677469372955	SMYD2;TTLL12
single-stranded RNA binding (GO:0003727)	2/45	0.1278246268853821	0.4213656231104504	0	0	3.3408589373620776	6.8724677469372955	AQR;ILF3
ATP hydrolysis activity (GO:0140603)	2/45	0.1278246268853821	0.4213656231104504	0	0	3.3408589373620776	6.8724677469372955	VCP;CLPX
ribonuclease P RNA binding (GO:0033204)	1/10	0.12976513169934814	0.4213656231104504	0	0	7.965656565656565	16.266102840447306	RPP25
adenosine deaminase activity (GO:0004000)	1/10	0.12976513169934814	0.4213656231104504	0	0	7.965656565656565	16.266102840447306	ADA2
Tat protein binding (GO:0030957)	1/10	0.12976513169934814	0.4213656231104504	0	0	7.965656565656565	16.266102840447306	DLL1
ATP transmembrane transporter activity (GO:0005347)	1/10	0.12976513169934814	0.4213656231104504	0	0	7.965656565656565	16.266102840447306	SLC25A25
cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097199)	1/10	0.12976513169934814	0.4213656231104504	0	0	7.965656565656565	16.266102840447306	CASP2
peptide N-acetyltransferase activity (GO:0034212)	1/10	0.12976513169934814	0.4213656231104504	0	0	7.965656565656565	16.266102840447306	NAA80
phosphate ion binding (GO:0042301)	1/10	0.12976513169934814	0.4213656231104504	0	0	7.965656565656565	16.266102840447306	ADSS2
adenyl ribonucleotide binding (GO:0032559)	7/306	0.1321274068011635	0.4213656231104504	0	0	1.6905795029279755	3.421713673213662	MAP4K1;TBCK;OAS1;MTREX;RUNX3;CLPX;PFKP
channel activity (GO:0015267)	2/46	0.1324751343157484	0.4213656231104504	0	0	3.2647644326476444	6.599265267556147	PANX2;PRF1
histone methyltransferase activity (H3-K36 specific) (GO:0046975)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	SMYD2
AMP binding (GO:0016208)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	PFKP
transaminase activity (GO:0008483)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	AGXT
MAP kinase kinase kinase activity (GO:0004709)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	MAP3K7
outward rectifier potassium channel activity (GO:0015271)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	KCNT1
peptide alpha-N-acetyltransferase activity (GO:0004596)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	NAA80
diacylglycerol kinase activity (GO:0004143)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	DGKQ
platelet-derived growth factor binding (GO:0048407)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	COL5A1
purine ribonucleotide transmembrane transporter activity (GO:0005346)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	SLC25A25
ribonuclease P activity (GO:0004526)	1/11	0.14178036250178633	0.4213656231104504	0	0	7.168727272727272	14.003937837487621	RPP25
acetylglucosaminyltransferase activity (GO:0008375)	2/48	0.14188842410862104	0.4213656231104504	0	0	3.122500793398921	6.09735187595019	RFNG;OGT
exonuclease activity (GO:0004527)	2/49	0.1466474008040094	0.42212435802998155	0	0	3.0559093026867528	5.866503064355337	ZC3H12A;XRN2
guanyl-nucleotide exchange factor activity (GO:0005085)	4/149	0.1512675689411044	0.42212435802998155	0	0	1.9856997971602435	3.750401196016459	PSD;ARHGEF16;DENND6B;RAB3GAP1
RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353)	1/12	0.15363029356873478	0.42212435802998155	0	0	6.516694214876033	12.207112358449626	CDK12
adenine nucleotide transmembrane transporter activity (GO:0000295)	1/12	0.15363029356873478	0.42212435802998155	0	0	6.516694214876033	12.207112358449626	SLC25A25
transforming growth factor beta-activated receptor activity (GO:0005024)	1/12	0.15363029356873478	0.42212435802998155	0	0	6.516694214876033	12.207112358449626	LTBP4
caspase binding (GO:0089720)	1/12	0.15363029356873478	0.42212435802998155	0	0	6.516694214876033	12.207112358449626	NOL3
neurexin family protein binding (GO:0042043)	1/12	0.15363029356873478	0.42212435802998155	0	0	6.516694214876033	12.207112358449626	NLGN2
death receptor activity (GO:0005035)	1/12	0.15363029356873478	0.42212435802998155	0	0	6.516694214876033	12.207112358449626	TNFRSF14
inorganic cation transmembrane transporter activity (GO:0022890)	2/51	0.15626083978591412	0.4253767305283218	0	0	2.93088038134962	5.44038404021235	P2RX1;ATP6V1B1
cadherin binding (GO:0045296)	7/322	0.1588171192164221	0.42807911958270756	0	0	1.6033870301528295	2.9502352337855458	ARHGEF16;AHSA1;CDH15;EVPL;PAK2;SNX5;PFKP
SUMO binding (GO:0032183)	1/13	0.16531719074242843	0.42807911958270756	0	0	5.973333333333334	10.751338646454927	RNF111
cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200)	1/13	0.16531719074242843	0.42807911958270756	0	0	5.973333333333334	10.751338646454927	CASP2
exoribonuclease activity (GO:0004532)	1/13	0.16531719074242843	0.42807911958270756	0	0	5.973333333333334	10.751338646454927	ZC3H12A
GDP-dissociation inhibitor activity (GO:0005092)	1/13	0.16531719074242843	0.42807911958270756	0	0	5.973333333333334	10.751338646454927	ARHGDIG
transcription coregulator binding (GO:0001221)	2/53	0.16598986269533558	0.42807911958270756	0	0	2.8156576499212824	5.05643842457437	CNOT2;CTCF
iron ion binding (GO:0005506)	2/54	0.17089347718719233	0.4322966642030122	0	0	2.7613700168444693	4.878553434470069	ALOX5;ACP5
5'-3' exonuclease activity (GO:0008409)	1/14	0.17684328892351237	0.4322966642030122	0	0	5.513566433566433	9.552205943716622	XRN2
MAP kinase activity (GO:0004707)	1/14	0.17684328892351237	0.4322966642030122	0	0	5.513566433566433	9.552205943716622	MAPK12
tRNA-specific ribonuclease activity (GO:0004549)	1/14	0.17684328892351237	0.4322966642030122	0	0	5.513566433566433	9.552205943716622	RPP25
phospholipase binding (GO:0043274)	1/14	0.17684328892351237	0.4322966642030122	0	0	5.513566433566433	9.552205943716622	DGKQ
receptor tyrosine kinase binding (GO:0030971)	2/56	0.18077078733227506	0.4322966642030122	0	0	2.6588267099216005	4.547990670889099	ARHGEF16;MAP3K7
nucleoside-triphosphatase activity (GO:0017111)	6/278	0.18739611546691373	0.4322966642030122	0	0	1.5892156862745097	2.6611903569896116	VCP;RRAGC;SAR1B;MMUT;RHOV;CLPX
solute:anion antiporter activity (GO:0140323)	1/15	0.18821079257818218	0.4322966642030122	0	0	5.119480519480519	8.550519028038318	SLC4A3
bicarbonate transmembrane transporter activity (GO:0015106)	1/15	0.18821079257818218	0.4322966642030122	0	0	5.119480519480519	8.550519028038318	SLC4A3
Wnt-activated receptor activity (GO:0042813)	1/15	0.18821079257818218	0.4322966642030122	0	0	5.119480519480519	8.550519028038318	PKD1
cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153)	1/15	0.18821079257818218	0.4322966642030122	0	0	5.119480519480519	8.550519028038318	CASP2
phosphatidylinositol-3-phosphatase activity (GO:0004438)	1/15	0.18821079257818218	0.4322966642030122	0	0	5.119480519480519	8.550519028038318	MTMR1
purinergic nucleotide receptor activity (GO:0001614)	1/15	0.18821079257818218	0.4322966642030122	0	0	5.119480519480519	8.550519028038318	P2RX1
hexose transmembrane transporter activity (GO:0015149)	1/15	0.18821079257818218	0.4322966642030122	0	0	5.119480519480519	8.550519028038318	SLC2A5
CoA hydrolase activity (GO:0016289)	1/16	0.19942187597447486	0.45403255480596777	0	0	4.777939393939394	7.70362801172772	ACOT11
nuclease activity (GO:0004518)	2/60	0.20076269430195853	0.45403255480596777	0	0	2.474955952680594	3.9738677183176225	ZC3H12A;XRN2
phosphatidylinositol monophosphate phosphatase activity (GO:0052744)	1/17	0.21047868379643392	0.46609841362995663	0	0	4.4790909090909095	6.98008491152903	MTMR1
SH3 domain binding (GO:0017124)	2/62	0.21085404426117083	0.46609841362995663	0	0	2.392214111922141	3.72369445507836	NOXA1;REPS1
syntaxin binding (GO:0019905)	2/62	0.21085404426117083	0.46609841362995663	0	0	2.392214111922141	3.72369445507836	SNAP25;VAMP3
acyl-CoA hydrolase activity (GO:0047617)	1/18	0.22138333131750224	0.47857867211283567	0	0	4.215401069518717	6.356232756286204	ACOT11
transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	1/18	0.22138333131750224	0.47857867211283567	0	0	4.215401069518717	6.356232756286204	LTBP4
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)	1/18	0.22138333131750224	0.47857867211283567	0	0	4.215401069518717	6.356232756286204	ALOX5
hexosyltransferase activity (GO:0016758)	3/119	0.2266533079623217	0.4840322274147107	0	0	1.8575217885562714	2.7571822016413967	HAS1;RFNG;OGT
RNA methyltransferase activity (GO:0008173)	1/19	0.23213790498460612	0.4840322274147107	0	0	3.981010101010101	5.813961365603194	METTL3
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines (GO:0016814)	1/19	0.23213790498460612	0.4840322274147107	0	0	3.981010101010101	5.813961365603194	ADA2
single-stranded DNA helicase activity (GO:0017116)	1/19	0.23213790498460612	0.4840322274147107	0	0	3.981010101010101	5.813961365603194	RFC5
anion:anion antiporter activity (GO:0015301)	1/19	0.23213790498460612	0.4840322274147107	0	0	3.981010101010101	5.813961365603194	SLC4A3
protein phosphatase binding (GO:0019903)	3/123	0.24126792427994032	0.49628186755121456	0	0	1.7952380952380953	2.5525543380193088	IGBP1;VCP;STRN3
ATPase activator activity (GO:0001671)	1/20	0.24274446277080522	0.49628186755121456	0	0	3.771291866028708	5.339191308126576	AHSA1
steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0033764)	1/21	0.2532050344649054	0.49628186755121456	0	0	3.5825454545454547	4.920825749508492	DHRS11
lysine N-methyltransferase activity (GO:0016278)	1/21	0.2532050344649054	0.49628186755121456	0	0	3.5825454545454547	4.920825749508492	SMYD2
ubiquitin-specific protease binding (GO:1990381)	1/21	0.2532050344649054	0.49628186755121456	0	0	3.5825454545454547	4.920825749508492	VCP
cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	1/21	0.2532050344649054	0.49628186755121456	0	0	3.5825454545454547	4.920825749508492	NOL3
excitatory extracellular ligand-gated ion channel activity (GO:0005231)	1/21	0.2532050344649054	0.49628186755121456	0	0	3.5825454545454547	4.920825749508492	P2RX1
glucose transmembrane transporter activity (GO:0005355)	1/21	0.2532050344649054	0.49628186755121456	0	0	3.5825454545454547	4.920825749508492	SLC2A5
pyridoxal phosphate binding (GO:0030170)	1/21	0.2532050344649054	0.49628186755121456	0	0	3.5825454545454547	4.920825749508492	AGXT
protein tyrosine kinase binding (GO:1990782)	2/72	0.2618497733208985	0.49950198199305673	0	0	2.049426485922836	2.7461993642041347	ARHGEF16;MAP3K7
adenylyltransferase activity (GO:0070566)	1/22	0.2635216222180054	0.49950198199305673	0	0	3.4117748917748916	4.550010741967845	OAS1
TBP-class protein binding (GO:0017025)	1/22	0.2635216222180054	0.49950198199305673	0	0	3.4117748917748916	4.550010741967845	PSMC1
voltage-gated sodium channel activity (GO:0005248)	1/22	0.2635216222180054	0.49950198199305673	0	0	3.4117748917748916	4.550010741967845	HCN3
protein homodimerization activity (GO:0042803)	11/636	0.2645673277398385	0.49950198199305673	0	0	1.2684618867924529	1.6866224144674204	MTMR1;TPST1;SARS1;RABEP1;GLIPR2;EIF2AK1;CEP131;ADA2;MVD;MMUT;AGXT
protein tyrosine phosphatase activity (GO:0004725)	2/74	0.27209215920817476	0.49950198199305673	0	0	1.9922952149229523	2.59320023932296	PGP;PALD1
triglyceride lipase activity (GO:0004806)	1/23	0.2736962007146417	0.49950198199305673	0	0	3.256528925619835	4.219603536284625	PNPLA5
C-C chemokine receptor activity (GO:0016493)	1/23	0.2736962007146417	0.49950198199305673	0	0	3.256528925619835	4.219603536284625	CCR7
carboxy-lyase activity (GO:0016831)	1/23	0.2736962007146417	0.49950198199305673	0	0	3.256528925619835	4.219603536284625	MVD
cyclin-dependent protein kinase activity (GO:0097472)	1/23	0.2736962007146417	0.49950198199305673	0	0	3.256528925619835	4.219603536284625	CDK12
cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	1/23	0.2736962007146417	0.49950198199305673	0	0	3.256528925619835	4.219603536284625	CDK12
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	2/75	0.2772119861340931	0.49950198199305673	0	0	1.964903509649035	2.520917703625084	SPHK2;DGKQ
transforming growth factor beta binding (GO:0050431)	1/24	0.2837307176627227	0.49950198199305673	0	0	3.114782608695652	3.9237840611371215	LTBP4
Notch binding (GO:0005112)	1/24	0.2837307176627227	0.49950198199305673	0	0	3.114782608695652	3.9237840611371215	DLL1
nuclear localization sequence binding (GO:0008139)	1/24	0.2837307176627227	0.49950198199305673	0	0	3.114782608695652	3.9237840611371215	NUP153
ferrous iron binding (GO:0008198)	1/24	0.2837307176627227	0.49950198199305673	0	0	3.114782608695652	3.9237840611371215	ACP5
gap junction channel activity (GO:0005243)	1/24	0.2837307176627227	0.49950198199305673	0	0	3.114782608695652	3.9237840611371215	PANX2
phosphatase activity (GO:0016791)	2/79	0.29766059762971314	0.5155829149909892	0	0	1.8624514171959428	2.256921189501861	PGP;ACP5
ion gated channel activity (GO:0022839)	1/26	0.30338722548789504	0.5155829149909892	0	0	2.865309090909091	3.4175840013048213	KCNT1
NAD+ ADP-ribosyltransferase activity (GO:0003950)	1/26	0.30338722548789504	0.5155829149909892	0	0	2.865309090909091	3.4175840013048213	ART5
chemokine receptor activity (GO:0004950)	1/26	0.30338722548789504	0.5155829149909892	0	0	2.865309090909091	3.4175840013048213	CCR7
epidermal growth factor receptor binding (GO:0005154)	1/26	0.30338722548789504	0.5155829149909892	0	0	2.865309090909091	3.4175840013048213	FER
general transcription initiation factor binding (GO:0140296)	1/26	0.30338722548789504	0.5155829149909892	0	0	2.865309090909091	3.4175840013048213	PSMC1
voltage-gated potassium channel activity (GO:0005249)	2/82	0.3129406819970825	0.5274021638974558	0	0	1.7923357664233577	2.0822310582817303	HCN3;KCNT1
G protein-coupled receptor binding (GO:0001664)	3/143	0.3160279886038232	0.5274021638974558	0	0	1.5372056514913657	1.7707448480885541	WNT6;MARCO;ADA2
GTPase activator activity (GO:0005096)	6/336	0.3195941111608164	0.5274021638974558	0	0	1.305993265993266	1.4897510776290719	PSD;TBCK;ARHGEF16;TBC1D10C;DENND6B;RAB3GAP1
endoribonuclease activity, producing 5'-phosphomonoesters (GO:0016891)	1/28	0.3225062017675722	0.5274021638974558	0	0	2.652794612794613	3.0019896943235143	RPP25
calcium channel activity (GO:0005262)	2/84	0.3230885252303173	0.5274021638974558	0	0	1.748442228947837	1.9754405976445848	NCS1;PKD1
magnesium ion binding (GO:0000287)	3/146	0.3273519849759361	0.5274021638974558	0	0	1.5047260431875817	1.6803565840586403	RRAGC;PGP;MAPK12
5'-3' RNA polymerase activity (GO:0034062)	1/29	0.3318687085749296	0.5274021638974558	0	0	2.5579220779220777	2.8214285806339916	POLR2B
transcription corepressor binding (GO:0001222)	1/29	0.3318687085749296	0.5274021638974558	0	0	2.5579220779220777	2.8214285806339916	CNOT2
