Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
transcription-coupled nucleotide-excision repair (GO:0006283)	5/73	0.003376212089437877	0.21602790833383062	0	0	5.333188626003907	30.351181171905456	RFC5;AQR;POLR2B;LIG3;POLR2K
RNA processing (GO:0006396)	8/179	0.0034906618385258464	0.21602790833383062	0	0	3.4132844549183905	19.311216316800703	SF3A3;RRAGC;NONO;METTL3;XRN2;CDK12;NOL3;SF3B1
mRNA export from nucleus (GO:0006406)	6/107	0.0036968578207643987	0.21602790833383062	0	0	4.317491749174917	24.179128402555804	ENY2;NUP205;CPSF2;SRSF3;NUP153;NUP43
long-term synaptic depression (GO:0060292)	2/7	0.003806579121350218	0.21602790833383062	0	0	28.786861313868613	160.37230567301066	PRRT1;PLK2
negative regulation of T-helper 17 type immune response (GO:2000317)	2/7	0.003806579121350218	0.21602790833383062	0	0	28.786861313868613	160.37230567301066	ZC3H12A;RC3H1
positive regulation of protein deubiquitination (GO:1903003)	2/7	0.003806579121350218	0.21602790833383062	0	0	28.786861313868613	160.37230567301066	VCP;ZC3H12A
phosphorylation (GO:0016310)	13/400	0.0038852169213487732	0.21602790833383062	0	0	2.469822461952624	13.70893842043564	PRRT1;MAP4K1;CCNT1;SPHK2;PLK2;RUNX3;TBCK;ILF3;FER;ADM2;DGKQ;CDK12;PAK2
Fc-epsilon receptor signaling pathway (GO:0038095)	6/111	0.0044258636596080595	0.21602790833383062	0	0	4.152169312169312	22.505961146071357	FER;PSMB5;PSMB2;PSMC1;MAP3K7;PAK2
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	5/78	0.004488897514917015	0.21602790833383062	0	0	4.966638022544609	26.850380955874613	PSMB5;PSMB2;PSMC1;HLA-C;VAMP3
RNA catabolic process (GO:0006401)	4/49	0.00461799727999001	0.21602790833383062	0	0	6.431045751633987	34.58484026686965	METTL3;XRN2;MTREX;LSM2
Fc receptor signaling pathway (GO:0038093)	6/112	0.004623580594847814	0.21602790833383062	0	0	4.112788259958071	22.112759177063	FER;PSMB5;PSMB2;PSMC1;MAP3K7;PAK2
positive regulation of DNA-templated transcription, elongation (GO:0032786)	3/25	0.004775753841709515	0.21602790833383062	0	0	9.84115884115884	52.59315498073595	CCNT1;CDK12;CDC73
regulation of generation of precursor metabolites and energy (GO:0043467)	4/50	0.004966029721377097	0.21602790833383062	0	0	6.290920716112532	33.37418120056961	NUP205;NUP43;NUP153;OGT
regulation of protein localization to chromatin (GO:1905634)	2/8	0.0050293449151893425	0.21602790833383062	0	0	23.987834549878347	126.95478770808306	VCP;CDCA5
immunological synapse formation (GO:0001771)	2/8	0.0050293449151893425	0.21602790833383062	0	0	23.987834549878347	126.95478770808306	PRF1;CCR7
negative regulation of T-helper 17 cell differentiation (GO:2000320)	2/8	0.0050293449151893425	0.21602790833383062	0	0	23.987834549878347	126.95478770808306	ZC3H12A;RC3H1
neuron fate specification (GO:0048665)	2/8	0.0050293449151893425	0.21602790833383062	0	0	23.987834549878347	126.95478770808306	DLL1;MNX1
protein modification by small protein removal (GO:0070646)	10/276	0.005177390648599151	0.21733273927187802	0	0	2.7500141330770536	14.474573123706916	VCP;PSMB5;USP38;PSMB2;PSMC1;ZC3H12A;INO80;MAP3K7;STAM2;OGT
positive regulation of viral transcription (GO:0050434)	3/26	0.005344216014390597	0.21935037730176515	0	0	9.41280458671763	49.245350237989854	CCNT1;POLR2B;POLR2K
regulation of gene expression, epigenetic (GO:0040029)	5/82	0.00554999146416648	0.22284422248511931	0	0	4.707672401399338	24.451456916750796	SPHK2;EPC1;CTCF;SF3B1;POLR2K
regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	3/27	0.00595163321492529	0.23388652229717044	0	0	9.02014652014652	46.22003903918361	LARP7;CDK12;CDC73
T cell receptor signaling pathway (GO:0050852)	7/158	0.006443789403790299	0.24795164643334752	0	0	3.3730766390113	17.01595226034034	PSMB5;PSMB2;PSMC1;ZC3H12A;RC3H1;MAP3K7;PAK2
regulation of mRNA catabolic process (GO:0061013)	6/122	0.006974452404877461	0.2508814988746782	0	0	3.7563218390804596	18.652021586017725	PSMB5;PSMB2;PSMC1;ZC3H12A;RC3H1;PUM2
regulation of gluconeogenesis (GO:0006111)	3/29	0.007285969580257977	0.2508814988746782	0	0	8.325443786982248	40.976208822412666	DGKQ;PGP;OGT
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)	4/56	0.007427329324213118	0.2508814988746782	0	0	5.5633484162895925	27.274810358279943	PAN3;CNOT2;RC3H1;LSM2
regulation of reactive oxygen species metabolic process (GO:2000377)	4/57	0.007902981934895737	0.2508814988746782	0	0	5.458102108768036	26.420025841938358	SPHK2;ALOX5;ZC3H12A;NOXA1
positive regulation of proteolysis (GO:0045862)	4/57	0.007902981934895737	0.2508814988746782	0	0	5.458102108768036	26.420025841938358	ZC3H12A;OGT;MAPK12;NKD2
regulation of carbohydrate biosynthetic process (GO:0043255)	2/10	0.007936971141495483	0.2508814988746782	0	0	17.98905109489051	86.9990724541901	DGKQ;OGT
regulation of T-helper 17 cell differentiation (GO:2000319)	2/10	0.007936971141495483	0.2508814988746782	0	0	17.98905109489051	86.9990724541901	ZC3H12A;RC3H1
mitotic DNA replication checkpoint signaling (GO:0033314)	2/10	0.007936971141495483	0.2508814988746782	0	0	17.98905109489051	86.9990724541901	HUS1;NAE1
nuclear pore complex assembly (GO:0051292)	2/10	0.007936971141495483	0.2508814988746782	0	0	17.98905109489051	86.9990724541901	NUP205;NUP153
regulation of type I interferon-mediated signaling pathway (GO:0060338)	3/30	0.008014081447539801	0.2508814988746782	0	0	8.016687016687017	38.692981634858654	OAS1;METTL3;TTLL12
mRNA splice site selection (GO:0006376)	3/30	0.008014081447539801	0.2508814988746782	0	0	8.016687016687017	38.692981634858654	SF3A3;CELF4;NOL3
regulation of biosynthetic process (GO:0009889)	2/11	0.009612937408302352	0.2731553137405299	0	0	15.989456609894566	74.26535674834899	SPHK2;ALOX5
regulation of mast cell activation involved in immune response (GO:0033006)	2/11	0.009612937408302352	0.2731553137405299	0	0	15.989456609894566	74.26535674834899	FER;SPHK2
glycerolipid metabolic process (GO:0046486)	2/11	0.009612937408302352	0.2731553137405299	0	0	15.989456609894566	74.26535674834899	DGKQ;PGP
negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147)	2/11	0.009612937408302352	0.2731553137405299	0	0	15.989456609894566	74.26535674834899	CNOT2;STRN3
negative regulation of T-helper cell differentiation (GO:0045623)	2/11	0.009612937408302352	0.2731553137405299	0	0	15.989456609894566	74.26535674834899	ZC3H12A;RC3H1
positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968)	2/11	0.009612937408302352	0.2731553137405299	0	0	15.989456609894566	74.26535674834899	CDK12;CDC73
positive regulation of cytokine production involved in immune response (GO:0002720)	3/33	0.010448344711814831	0.29239534367760595	0	0	7.213919413919414	32.904935125850734	SPHK2;TNFRSF14;MAP3K7
cellular response to amino acid stimulus (GO:0071230)	3/34	0.011344519635680598	0.2973730001578546	0	0	6.9808578518255935	31.26740544788104	RRAGC;UBR2;NSMF
tRNA export from nucleus (GO:0006409)	3/34	0.011344519635680598	0.2973730001578546	0	0	6.9808578518255935	31.26740544788104	NUP205;NUP43;NUP153
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	3/34	0.011344519635680598	0.2973730001578546	0	0	6.9808578518255935	31.26740544788104	NUP205;NUP43;NUP153
regulation of alcohol biosynthetic process (GO:1902930)	2/12	0.01143123065035608	0.2973730001578546	0	0	14.38978102189781	64.34255519332496	SEC14L2;DGKQ
regulation of sister chromatid cohesion (GO:0007063)	2/12	0.01143123065035608	0.2973730001578546	0	0	14.38978102189781	64.34255519332496	CDCA5;CTCF
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	5/99	0.01205708474150072	0.29989742532695224	0	0	3.8529481039491245	17.022720985339042	NUP205;CPSF2;SRSF3;NUP153;NUP43
regulation of cell cycle G1/S phase transition (GO:1902806)	3/36	0.013266151910087643	0.29989742532695224	0	0	6.557109557109557	28.343364783558453	INO80;PKD1;CDC73
regulation of mRNA processing (GO:0050684)	3/36	0.013266151910087643	0.29989742532695224	0	0	6.557109557109557	28.343364783558453	PTCD2;LARP7;SRSF3
protein neddylation (GO:0045116)	2/13	0.013387632731063305	0.29989742532695224	0	0	13.080955540809555	56.42370664006122	UBA3;NAE1
regulation of antigen receptor-mediated signaling pathway (GO:0050854)	2/13	0.013387632731063305	0.29989742532695224	0	0	13.080955540809555	56.42370664006122	ELF1;RC3H1
cytoplasmic sequestering of protein (GO:0051220)	2/13	0.013387632731063305	0.29989742532695224	0	0	13.080955540809555	56.42370664006122	GOPC;PKD1
spinal cord development (GO:0021510)	2/13	0.013387632731063305	0.29989742532695224	0	0	13.080955540809555	56.42370664006122	DLL1;PKD1
mitotic DNA integrity checkpoint signaling (GO:0044774)	2/13	0.013387632731063305	0.29989742532695224	0	0	13.080955540809555	56.42370664006122	HUS1;NAE1
positive regulation of mRNA metabolic process (GO:1903313)	2/13	0.013387632731063305	0.29989742532695224	0	0	13.080955540809555	56.42370664006122	ZC3H12A;RC3H1
tRNA transport (GO:0051031)	3/37	0.01429218476879812	0.29989742532695224	0	0	6.363930187459599	27.03424533555271	NUP205;NUP43;NUP153
antigen receptor-mediated signaling pathway (GO:0050851)	7/185	0.014546058646905325	0.29989742532695224	0	0	2.857482978990017	12.088396593248843	PSMB5;PSMB2;PSMC1;ZC3H12A;RC3H1;MAP3K7;PAK2
mRNA transport (GO:0051028)	5/104	0.014672868158869269	0.29989742532695224	0	0	3.6574229378657424	15.440744284900937	NUP205;CPSF2;SRSF3;NUP153;NUP43
apoptotic process (GO:0006915)	8/231	0.015191073589788367	0.29989742532695224	0	0	2.6104009102469714	10.929872050449829	RRAGC;SIAH1;PRF1;CASP2;MRPS30;NAE1;MAP3K7;OGT
activation of GTPase activity (GO:0090630)	5/105	0.015238123953941123	0.29989742532695224	0	0	3.6206642066420662	15.148695518491428	TBCK;DOCK7;ARHGEF16;TBC1D10C;CCR7
mitochondrial translation (GO:0032543)	5/105	0.015238123953941123	0.29989742532695224	0	0	3.6206642066420662	15.148695518491428	RARS2;MRPS10;MRPS21;MRPS30;MRPL43
mRNA destabilization (GO:0061157)	3/38	0.015362015213684518	0.29989742532695224	0	0	6.1817896389324964	25.814271768265872	ZC3H12A;METTL3;RC3H1
ncRNA export from nucleus (GO:0097064)	3/38	0.015362015213684518	0.29989742532695224	0	0	6.1817896389324964	25.814271768265872	NUP205;NUP43;NUP153
negative regulation of innate immune response (GO:0045824)	3/38	0.015362015213684518	0.29989742532695224	0	0	6.1817896389324964	25.814271768265872	OAS1;METTL3;TTLL12
positive regulation of production of molecular mediator of immune response (GO:0002702)	3/38	0.015362015213684518	0.29989742532695224	0	0	6.1817896389324964	25.814271768265872	SPHK2;TNFRSF14;VAMP3
protein modification by small protein conjugation or removal (GO:0070647)	2/14	0.015478014080413053	0.29989742532695224	0	0	11.990267639902676	49.979448766763525	UBA3;NAE1
nuclear migration (GO:0007097)	2/14	0.015478014080413053	0.29989742532695224	0	0	11.990267639902676	49.979448766763525	TMEM201;DOCK7
nuclear pore organization (GO:0006999)	2/14	0.015478014080413053	0.29989742532695224	0	0	11.990267639902676	49.979448766763525	NUP205;NUP153
regulation of mitotic cell cycle phase transition (GO:1901990)	7/188	0.015759675787207734	0.29989742532695224	0	0	2.809690073733287	11.661058867040808	PSMB5;PSMB2;PSMC1;CEP131;CEP192;INO80;PKD1
RNA export from nucleus (GO:0006405)	5/106	0.015817761610697104	0.29989742532695224	0	0	3.584633371086186	14.864118945215903	NUP205;CPSF2;SRSF3;NUP153;NUP43
regulation of mRNA stability (GO:0043488)	6/146	0.01595492101661242	0.29989742532695224	0	0	3.1085714285714285	12.863231174222754	PSMB5;PSMB2;PSMC1;METTL3;RC3H1;PUM2
snRNA transcription by RNA polymerase II (GO:0042795)	4/70	0.015972919211169685	0.29989742532695224	0	0	4.3801247771836005	18.119965351112704	INTS14;CCNT1;POLR2B;POLR2K
regulation of glycolytic process (GO:0006110)	4/71	0.01674787765220695	0.29989742532695224	0	0	4.3145302897278315	17.644201448623534	NUP205;NUP43;NUP153;OGT
regulation of hematopoietic stem cell differentiation (GO:1902036)	4/71	0.01674787765220695	0.29989742532695224	0	0	4.3145302897278315	17.644201448623534	PSMB5;PSMB2;PSMC1;METTL3
regulation of TOR signaling (GO:0032006)	4/71	0.01674787765220695	0.29989742532695224	0	0	4.3145302897278315	17.644201448623534	TBCK;RRAGC;DGKQ;UBR2
snRNA transcription (GO:0009301)	4/71	0.01674787765220695	0.29989742532695224	0	0	4.3145302897278315	17.644201448623534	INTS14;CCNT1;POLR2B;POLR2K
nucleic acid metabolic process (GO:0090304)	4/71	0.01674787765220695	0.29989742532695224	0	0	4.3145302897278315	17.644201448623534	POLR2B;METTL3;XRN2;POLR2K
cell morphogenesis involved in differentiation (GO:0000904)	4/72	0.01754598193261141	0.29989742532695224	0	0	4.250865051903114	17.185951140770488	FER;METTL3;RADIL;VAMP3
regulation of dephosphorylation (GO:0035303)	2/15	0.0176983320848066	0.29989742532695224	0	0	11.067377877596856	44.64895519232132	IGBP1;MTMR1
cellular response to arsenic-containing substance (GO:0071243)	2/15	0.0176983320848066	0.29989742532695224	0	0	11.067377877596856	44.64895519232132	VCP;ZC3H12A
regulation of synaptic transmission, GABAergic (GO:0032228)	2/15	0.0176983320848066	0.29989742532695224	0	0	11.067377877596856	44.64895519232132	NPAS4;NLGN2
mRNA methylation (GO:0080009)	2/15	0.0176983320848066	0.29989742532695224	0	0	11.067377877596856	44.64895519232132	METTL3;TRMT61A
positive regulation of cell killing (GO:0031343)	2/15	0.0176983320848066	0.29989742532695224	0	0	11.067377877596856	44.64895519232132	NOXA1;PRF1
protein localization to cell-cell junction (GO:0150105)	2/15	0.0176983320848066	0.29989742532695224	0	0	11.067377877596856	44.64895519232132	PAK2;TJP3
regulation of intracellular signal transduction (GO:1902531)	12/437	0.018780329446605418	0.31431867910683203	0	0	2.0640641711229946	8.20454209940567	NET1;RFC5;TBCK;RRAGC;SPHK2;ARHGEF16;ARHGDIG;SMYD2;HUS1;RHOV;PAK2;TAF2
NIK/NF-kappaB signaling (GO:0038061)	4/74	0.01921236852241817	0.31431867910683203	0	0	4.128991596638656	16.318604772870266	PSMB5;PSMB2;PSMC1;MAP3K7
3'-UTR-mediated mRNA destabilization (GO:0061158)	2/16	0.020044629474778048	0.31431867910683203	0	0	10.276329509906152	40.17833164204408	ZC3H12A;RC3H1
regulation of ATP biosynthetic process (GO:2001169)	2/16	0.020044629474778048	0.31431867910683203	0	0	10.276329509906152	40.17833164204408	VCP;SPHK2
regulation of mast cell degranulation (GO:0043304)	2/16	0.020044629474778048	0.31431867910683203	0	0	10.276329509906152	40.17833164204408	FER;SPHK2
histone H2A acetylation (GO:0043968)	2/16	0.020044629474778048	0.31431867910683203	0	0	10.276329509906152	40.17833164204408	SPHK2;EPC1
negative regulation of immune effector process (GO:0002698)	2/16	0.020044629474778048	0.31431867910683203	0	0	10.276329509906152	40.17833164204408	FER;RC3H1
protein localization to microtubule organizing center (GO:1905508)	2/16	0.020044629474778048	0.31431867910683203	0	0	10.276329509906152	40.17833164204408	CEP131;CEP192
regulation of hematopoietic progenitor cell differentiation (GO:1901532)	4/75	0.02008099844862273	0.31431867910683203	0	0	4.07062966031483	15.907944436472912	PSMB5;PSMB2;PSMC1;METTL3
cellular response to interleukin-1 (GO:0071347)	6/155	0.02077505533503405	0.3224498084353604	0	0	2.9194630872483223	11.310006640916194	PSMB5;PSMB2;PSMC1;ZC3H12A;RC3H1;MAP3K7
peptidyl-serine phosphorylation (GO:0018105)	6/156	0.021365223075174612	0.3285893172965284	0	0	2.8998518518518517	11.152803453082054	MAP4K1;DGKQ;PLK2;PKD1;PAK2;MAPK12
cellular response to lectin (GO:1990858)	5/115	0.02170432956696073	0.3285893172965284	0	0	3.2898356256289834	12.60087158404292	PSMB5;PSMB2;PSMC1;MAP3K7;PAK2
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	5/115	0.02170432956696073	0.3285893172965284	0	0	3.2898356256289834	12.60087158404292	PSMB5;PSMB2;PSMC1;MAP3K7;PAK2
DNA replication checkpoint signaling (GO:0000076)	2/17	0.022513032768321773	0.3380615570982952	0	0	9.590754257907543	36.384069461530274	HUS1;NAE1
positive regulation of mRNA catabolic process (GO:0061014)	3/44	0.0227092013225446	0.33825721647370866	0	0	5.27552934870008	19.96779993733968	ZC3H12A;METTL3;RC3H1
regulation of cellular response to heat (GO:1900034)	4/79	0.023795397326768167	0.35033592381785994	0	0	3.8527450980392155	14.402574859282268	NUP205;DNAJC7;NUP43;NUP153
regulation of cellular response to stress (GO:0080135)	5/118	0.023944277406012935	0.35033592381785994	0	0	3.2020050288998467	11.94996577305235	NUP205;DNAJC7;ALOX5;NUP153;NUP43
cellular response to radiation (GO:0071478)	3/45	0.02408915123165577	0.35033592381785994	0	0	5.149659863945578	19.187600190631002	NET1;HUS1;INO80
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	5/119	0.024722780018574062	0.3512063602927778	0	0	3.173755421764744	11.742990883878381	PSMB5;PSMB2;PSMC1;MAP3K7;PAK2
skin development (GO:0043588)	4/80	0.02478465627292424	0.3512063602927778	0	0	3.801857585139319	14.057484438373752	COL5A1;PKD1;DLL1;EVPL
dendritic cell migration (GO:0036336)	2/18	0.025099750708525537	0.3512063602927778	0	0	8.99087591240876	33.130454957103375	ALOX5;CCR7
positive regulation of nervous system process (GO:0031646)	2/18	0.025099750708525537	0.3512063602927778	0	0	8.99087591240876	33.130454957103375	NLGN2;MYRF
protein localization to centrosome (GO:0071539)	2/18	0.025099750708525537	0.3512063602927778	0	0	8.99087591240876	33.130454957103375	CEP131;CEP192
negative regulation of cellular process (GO:0048523)	14/566	0.02607686255529776	0.36213507623785685	0	0	1.8559022015709703	6.767931271313945	SPHK2;ARHGDIG;UBR2;P3H3;CTCF;RUNX3;DLL1;CDC73;ALOX5;SMYD2;ZNF503;SINHCAF;GAS8;VAMP3
cell-cell junction organization (GO:0045216)	4/82	0.026836806440803235	0.3699073245982356	0	0	3.7039969834087483	13.400990558258462	NLGN2;MARVELD2;CDH15;TJP3
excitatory postsynaptic potential (GO:0060079)	2/19	0.027801072768185855	0.37204055060817814	0	0	8.461571489909833	30.31510861680807	NPAS4;RAB3GAP1
regulation of synaptic vesicle exocytosis (GO:2000300)	2/19	0.027801072768185855	0.37204055060817814	0	0	8.461571489909833	30.31510861680807	RIMS3;RAB3GAP1
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	2/19	0.027801072768185855	0.37204055060817814	0	0	8.461571489909833	30.31510861680807	NONO;NOL3
pore complex assembly (GO:0046931)	2/19	0.027801072768185855	0.37204055060817814	0	0	8.461571489909833	30.31510861680807	NUP205;NUP153
regulation of anatomical structure morphogenesis (GO:0022603)	5/123	0.027998720376035062	0.37204055060817814	0	0	3.0655450622302833	10.961152105304299	ZMYM4;RC3H1;NSMF;DLL1;PAK2
cellular response to ionizing radiation (GO:0071479)	3/48	0.028495313725040404	0.3732684003556711	0	0	4.805616605616605	17.0984590230595	NET1;HUS1;INO80
substrate adhesion-dependent cell spreading (GO:0034446)	3/48	0.028495313725040404	0.3732684003556711	0	0	4.805616605616605	17.0984590230595	FER;RADIL;VAMP3
regulation of phosphorylation (GO:0042325)	5/125	0.029735124560271834	0.3859464285044102	0	0	3.0141451414514147	10.596005062550155	NUP205;FER;NUP153;NUP43;OGT
positive regulation of actin filament polymerization (GO:0030838)	3/49	0.03005253272648149	0.3859464285044102	0	0	4.70090778786431	16.475780810180215	BAIAP2L2;FER;CCR7
peptidyl-serine modification (GO:0018209)	6/169	0.03009003015952088	0.3859464285044102	0	0	2.6668029993183366	9.34330801256139	MAP4K1;DGKQ;PLK2;PKD1;PAK2;MAPK12
cellular macromolecule biosynthetic process (GO:0034645)	9/314	0.030850265983823507	0.39296856049739326	0	0	2.146141094124148	7.465587671466608	RFC5;SARS1;RRAGC;POLR2B;EPC1;HUS1;MRPS21;MRPL43;POLR2K
nuclear-transcribed mRNA catabolic process (GO:0000956)	6/171	0.03161178035268888	0.39538571569334996	0	0	2.634208754208754	9.099150871693194	NBAS;PAN3;CNOT2;ZC3H12A;XRN2;RC3H1
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	4/87	0.03240109243008908	0.39538571569334996	0	0	3.479978738483345	11.9348068087004	PSMB5;PSMB2;PSMC1;INO80
central nervous system development (GO:0007417)	8/268	0.03308938816203878	0.39538571569334996	0	0	2.2346727898966705	7.616977507204679	COX7B;MYRF;PSPN;KLHL17;PKD1;DLL1;MNX1;RAB3GAP1
regulation of cellular amine metabolic process (GO:0033238)	3/51	0.033298965066120796	0.39538571569334996	0	0	4.504578754578755	15.325608298519569	PSMB5;PSMB2;PSMC1
DNA-dependent DNA replication (GO:0006261)	5/129	0.033408058858179525	0.39538571569334996	0	0	2.916319485775503	9.91244781105246	RFC5;PSMB5;PSMB2;PSMC1;MCMBP
regulation of cholesterol metabolic process (GO:0090181)	2/21	0.03353308176903689	0.39538571569334996	0	0	7.57011140991164	25.702214947784608	SEC14L2;DGKQ
histone ubiquitination (GO:0016574)	2/21	0.03353308176903689	0.39538571569334996	0	0	7.57011140991164	25.702214947784608	UBR2;CDC73
neuron apoptotic process (GO:0051402)	2/21	0.03353308176903689	0.39538571569334996	0	0	7.57011140991164	25.702214947784608	SIAH1;NAE1
nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	2/21	0.03353308176903689	0.39538571569334996	0	0	7.57011140991164	25.702214947784608	PAN3;CNOT2
transcription, DNA-templated (GO:0006351)	7/221	0.034148702949690385	0.39538571569334996	0	0	2.3724073237675016	8.011692305155695	RRAGC;CCNT1;POLR2B;EPC1;CDC73;POLR2K;TAF2
mitochondrial translational elongation (GO:0070125)	4/89	0.03480189900960684	0.39538571569334996	0	0	3.3977508650519033	11.409930520562892	MRPS10;MRPS21;MRPS30;MRPL43
